,refs,trans,model_corrected
44,did you have to miss school,did have miss,did you have any misspakes
45,ok and when do you think it last when do you think that asthma stopped at what age did you get to a point where you werent taking medication anymore,and it do stopped at what where werent,and what did it do when it stopped at what place werent you
46,and so this time how did it start did you have any other symptoms any chest pain temperature cold symptoms anything like that,and this time how did any chest pain cold symptoms,ok and this time how did you feel any chest pain or cold symptoms
47,right have you coughed any phlegm up or anything like that,have you any up or,have you noticed any swelling up or down your back
48,what can i do for you today,can i do today,what can i do today
49,any any um blood in there when you cough,any in when you,any pain in your stomach when you eat
50,ok and any chest pain,ok chest,ok any chest pain
51,have you been woken up at night time at all,been woken night at,ive been woken up at night with ear ache
52,have you been able to do any exercise,have do,have you do any gardening
53,ok and do you have a peak flow meter at home where you measure your breathing,ok and you have a peak flow meter measure breathing,ok and do you have a peak flow meter to measure your breathing
54,you have whats called a peak flow meter which you breathe into to get a score on your breathing,whats a flow meter into a score your breathing,whats a flow meter you put into a device to measure the rate of your breathing
55,and do you normally take any asthma inhalers over the last few years,do you take asthma inhalers over the last years,do you take any asthma inhalers over the last few years
56,you do so you said you stopped them three to four years ago,you do you them,ok do you have them
57,ok how about over the last three to four years,how over last three,how long has it been going on for over the last three days
58,have you taken any medication,taken any,have you taken any antihistamines
59,ok and how long has that been going on for,how long been going on,how long has this been going on for
60,ok so you you normally take that do you or is that just recently,so you you do or that,ok so do you do any gardening or anything like that
61,ok and how often do you normally need it,and often normally need it,and how often do you normally need it
62,ok what about when you exercise normally do you have to use medication uh inhalers,ok what about normally do you use medication,ok and what about normally do you use medication
63,ok um and do you take any other medications,and you any other medications,ok and do you take any other medications
64,any other medical problems,any other medical,any other medical problems
65,ok do you take anything for that,you take anything that,do you take anything that youre allergic to
66,and any allergies to medications,medications,any medications for migraines
67,do you drink any alcohol regularly,you alcohol regularly,do you drink alcohol regularly
68,and have you ever had similar symptoms in the past,and have had similar symptoms in,ok and have you had similar symptoms in the past
69,how often have a glass of what,often have a,i often have a headache
70,every how often did you say,every how you say,every time how can you say
71,and who do you live with at home,and do you live home,ok and do you live at home
72,who do you live with at home,who do you with at home,who do you live with at home
73,who do you live with do you live on your own or do you live with,live on your own or you live with,you live on your own or do you live with your partner
74,ok and whats your job day to day,ok your to,ok and your address to me please
75,and have you been at work in the last few days,have at work in the last few days,i have a sore throat at work in the last few days
76,ok and when at the moment are you um feeling short of breath when youre sitting still or just when you walk,when moment you of when youre or just when you walk,when at the moment do you feel short of breath when youre sitting down or just shortness of vision when i walk
77,are you able to get up and down the stairs ok,you able to up and the stairs ok,are you able to walk up and down the stairs ok
78,right ok um and did you say you were finding it hard to complete your sentences,you say you were to complete your,and you say you were able to complete your examination
79,as was that as an adult or as a child,was as an or as child,was it as an adult or as a child
80,right ok um i mean it sounds like youve had a flare up of your asthma it could be um triggered by if theres more pollen around or there may be you may have a viral infection causing it to get worse,ok i mean sounds like it could be triggered by if theres more or there may be may have a viral causing it to get worse,ok i mean it sounds like it could be triggered by if theres more blood in the urine or there may be may have been a viral illness causing it to get worse
81,did you say you checked your temperature already,did you your temperature,did you check your temperature
82,what was your temperature,what your temperature,and what about your temperature
83,ok thats fine um have you got an asthma inhaler at home,got inhaler at,ive got an asthma inhaler at home
84,ok so what i would suggest is you take it more regularly than you are doing at the moment have you got um a spacer at home,ok suggest take it than are at the got,ok suggest you take it sooner rather than later um are you at the moment youve got the symptoms
85,um do you have a spacer at home,um do you have spacer,um do you have any spacer
86,ok um what i can do is i can prescribe you a peak flow meter so we can check your breathing level and a spacer to use your inhaler a bit more efficiently which the pharmacist can show you how you use that when you pick it up,ok what do i can you a peak flow meter we check your breathing and spacer to use your inhaler bit more show use that when you it,ok so what what i can do is we can give you a peak flow meter which lets we check your breathing and spacer to show you how to use your inhaler a little bit more tell me how you use that when you get it
87,um and if you increase it so youre taking it two to four puffs like every four hours,um if increase it youre taking to like,um if you increase it youre taking something similar to what i would like you to take
88,how long ago was that,how long ago was that,how long ago was that
89,initially um if you get a high temperature or your wheezing is getting worse you need to call us back straightaway so we can just advise you further with that,initially um you get high your wheezing is worse to call us we advise further with,um initially um if you get high and your wheezing is getting worse then you need to call us we would advise you to go further with that
90,and it will be a good idea when youre feeling better if we can arrange just a review just to see how your asthma is because we may need to start some other medication for you,a idea when youre feeling better can arrange review see asthma is because some other medication,and if you have a better idea when youre feeling better we can arrange a review to see if your asthma is because of some other medication
91,you could arrange a review in a week or so um but but before that and if youre if youre feeling worse,you could review a week but and if worse,you could review it in a week but and see if things get worse
92,ok and the other thing to do would be to take a regular antihistamine,ok and the other thing to do be to take regular,ok and the other thing to do would be to take regular medication
93,which you can get from the pharmacy i can put a on your notes about what to take,you the can a your notes about what,you can have a look at your notes about what youre doing
94,and then if you when you get the peak flow meter if you can take the pharmacist can show you how to use it and if you can record a value first thing when you wake up,and then you the if you take pharmacist show you how to use it if record value first thing wake up,and then you can use the antihistamine if you take it with you to the pharmacist and they can show you how to use it if your blood pressure is at its record value first thing when you wake up
95,and in the evening over the next week and then we can discuss that over the phone when we look at the figures and see whether you need to go on another inhaler as well,and the the week and then we over the when we look and see need go another well,and then we start over the the next week and then uh we can go over to the clinic when we look and see if we need to go to another hospital as well
96,have you got any questions,you got any,have you got any allergies to any medication
97,thanks a lot bye,a lot,i cough a lot
98,how long ago was that that you had similar symptoms,long you had similar,how long ago did you had something similar
99,and any problems with wheezing when you were a child or any asthma,and any problems a child or any asthma,ok and have you had any medical problems as a child or any asthma
100,uh date of birth twenty second of december nineteen ninety uh address uh sixteen avenue,uh date of twenty ninety uh uh sixteen avenue,uh my date of birth is twenty ninety uh uh sixteen avenue
101,uh its quite bad,,i feel dizzy and lightheaded
102,yeah i take the asthma inhaler,take the,ok do you take any painkillers at the moment
103,no i cant remember,no cant remember,no i cant remember
104,no not that bad but still sometimes need to go to hospital to check if it goes well,no that but still sometimes need to hospital to check if it well,no not that i know of but still sometimes i need to go to hospital to check if it is healing well
105,few years ago like three or four years ago i think yeah,years ago like three or four i think yeah,three years ago like maybe three or four i think yeah
106,yeah so i have i have cough and cough a lot and i have a fever um i also used to walk to work but recently i cant because its i i feel like very short of breath and sometimes i feel like i cant even finish sentence is quite difficult to to complete the the the talking sometimes yeah occasionally,so i have have cough and a lot a i also walk to i cant because i very short of feel i sentence is difficult to the the sometimes yeah occasionally,um so i have have a cough and a lot of a cold and i also walk to the shops but i cant because i feel very short of breath i just feel that the sentence is difficult to read at the moment sometimes yeah occasionally
107,no i dont think so,no i dont think so,no i dont think so
108,no chest pain no,,i feel pain in my neck
109,no just daytime working yeah,no just daytime yeah,no just daytime yeah
110,ohh um when i had asthma i used to take this inhaler yeah,when i used this,when i used to use condoms i got this weird rash
111,so um recently im wheezy uh i have feel like kind of short of breath,um feel kind of of breath,um i feel kind of short of breath
112,um i took salbutamol salbutamol yeah,i took salbutamol yeah,yeah i took salbutamol yeah
113,every every few weeks im not sure,im not sure,im not sure
114,yeah yeah a bit,yeah bit,yeah a little bit
115,uh i have uh hay fever as well,have hay well,i have hay as well
116,no i dont smoke,no smoke,no i smoke
117,mmm two three days yeah quite recently,two,two weeks ago
118,uh one glass of wine,uh of,uh no no shortness of breath
119,every two or three days depends yeah,every three depends yeah,every three days it depends yeah
120,i live with my partner,live with partner,i live with my partner
121,no i cant because i used to walk walk to work but recently i i work from home or sometimes i take sick leave yeah,cant i used to but recently i work from home or i take sick leave,i cant work i used to but recently i have to work from home or i take sick leave
122,um i think so it was a while before yeah but i cant remember,um it was yeah cant remember,um it was yeah i cant remember
123,just walk or sometimes but currently i feel i feel well,just walk but i,i just cant walk well i feel dizzy but i cant
124,yes i checked i have fever,i checked i fever,when i checked my temperature i noticed a fever
125,sorry oh as a as a adult yeah,oh adult,ohh yes i am an adult
126,um do you want to show me how to do it or somehow,um to show me do it or somehow,um just to show me do you do it regularly or somehow
127,ok sounds good yeah,,i feel dizzy
128,in a week right ok,a right ok,a right ok
129,yeah theyll be helpful,yeah theyll be,yeah theyll be
130,oh awesome thank you,thank,thank you
131,um no thats fine yeah thank you very much,um no yeah thank you much,um no yeah thank you very much
132,i cant remember sorry,i,i feel pain in my stomach
133,uh yes i had asthma i also had uh hay fever and eczema sorry,yes i i had uh,yes i i had uh
134,hi there its doctor smith from babylon,there its from,there its a sharp pain in the ear from infection
135,hi can you confirm your name date of birth and your home address please,can confirm name date and your address,can i confirm your name date of birth and your address please
136,any change in your weight at all,any change in your weight,any change in your weight
137,ok and are you eating different amounts,are you eating different,are you eating different foods
138,any difficulty swallowing or acid in your throat or abdominal pain,or in throat,discomfort or pain in the throat
139,any change in your bowel habit diarrhoea vomiting or blood in the stool,change in vomiting the,i noticed a change in my vomiting in the last few days
140,any difficulty passing urine or blood in the urine,difficulty urine or blood,i have difficulty moving my urine or blood
141,ok and any other general symptoms like rashes,ok and any general like rashes,ok and any general symptoms like rashes
142,ok right yeah whereabouts was it,ok right whereabouts it,ok all right whereabouts is it
143,when did you first notice it,you first notice,ok when did you first notice the headache
144,did you have any fevers at that time,did any fevers at that,did you have any fevers at all
145,do you know where you got that when it started had you been walking did you get any bites that you noticed,do got it started had been did get,do you think it got worse before it started or had it been worse or did it get worse
146,whereabouts were you in the states,states,ok and how about other states
147,ok and any headaches blurred vision tingling numbness,numbness,i feel numbness in my body
148,and have you been able to go to work as usual,you able to go work as,are you able to go to work as normal
149,and whats your job,and whats job,and whats your job
150,ok and has your concentration been affected or your tiredness levels in the daytime at work,has your affected tiredness in the daytime work,and has your mood affected your tiredness in the daytime or at work
151,have you been able to exercise ok,have been able to exercise,have you been able to exercise
152,ok fine and um hows your mental health your stress levels all that,and your mental your stress levels all,and your mental health your stress levels at all
153,ok apart from that rash any other rashes on your skin or swelling of your joints or pain in your joints,ok from any rashes on or swelling of your or in joints,ok and apart from that any rashes on your face or swelling of your arms or in your joints
154,any swelling that youve noticed,noticed,have you noticed any other symptoms
155,your hands wrists ankles toes,toes,my toes are frozen
156,ok um and any other significant medical problems in the past,ok um significant in past,ok um have you noticed anything significant in the past
157,ok any flare ups of your asthma recently,ok any flare your asthma,ok and any flare up in your asthma
158,do you take your regular inhalers or other medication,take regular inhalers other medication,do you take regular inhalers or any other medication
159,you havent been using it you said,you havent using it said,you havent been using it for a while you said
160,and are you in a private place where you can have a consultation today what can i do for you,you in a private you can consultation today what can you,you are in a private place and you can have a consultation today what can i do for you
161,and any erm do you take any other medications,and any take other medications,and do you take any other medications
162,yeah thats fine um and do you smoke,fine and you,fine and how are you
163,ok and who do you live with at home,who do you with home,who do you live with at home
164,sorry um so with this rash we would need to investigate whether this has been a contributing factor to your symptoms and just because of your symptoms which have been ongoing for six weeks thats obviously quite a long time to notice a change in your energy levels,sorry so rash we would investigate whether has been contributing factor and your which have ongoing six weeks thats obviously quite a long time in your,sorry so rash we would investigate whether that has been a contributing factor to your symptoms which have been ongoing for six weeks thats obviously quite a long time in your case
165,um i think its important to get some blood tests checking all the normal things like liver kidneys blood count etc but also some more specific things like um a bacterial infection you can sometimes get uh including one which you can get which can produce a rash like that so that would involve blood tests are you happy to do that,think some blood tests things like blood some more a bacterial infection you sometimes get uh one you can get can a rash like would you happy to do,um i think you can get some blood tests things like blood clots some more of a bacterial infection you sometimes get uh one of the things that can you get can be a rash like would you happy to do that
166,well you can get uh you can get a bacterial infection caused which is called um its called lyme disease that you can get a rash like that from a tick bite,well you can get uh you can get a caused called um its lyme get a rash like a bite,well you can get uh you you could get a rash caused by infection um its called lyme and you might get like a bee sting or a bite
167,ok um so when do you think you were last well,um so when do were last,um so when do you were last sick
168,so thats something we would do a test for as well um and if that comes back positive then there are specific antibiotics that we would give you to treat it,so something a as well that back then there are specific antibiotics we would give to,so something called a piriton as well so that would come back and then there are specific antibiotics that we would give to you
169,so its definitely worth checking for but we would also check just for which can cause reduced energy tiredness and aching for persistent over six weeks,so its for we which can cause energy and for persistent over,so its for we which can cause you to lose energy and uh for persistent cough over time
170,so if youre happy to do that if you book that through the support line and then when youve had the test arrange a follow up about a week after after youve had the test done,so that that the support line and youve test follow up about week after the test,so that means that youre on the support line and youve got a blood test follow up about a week after the test
171,um yeah we can do that over the phone to start with,um that over the phone,um and is that over the phone
172,ok thats great take care,ok,ok and hows your appetite
173,so do you think it started when you were on holiday or after you got back,so do you it started were on holiday you got,ok so do you remember when it all started were you on a holiday and you got a cold
174,were you well when you were on holiday,you holiday,thank you for your time this holiday
175,did you get any infections chest infections diarrhoea vomiting anything like that,you get infections infections diarrhoea anything like,you get infections like ear infections infections diarrhoea anything like that
176,ok so just tell me what symptoms youve been having in terms of just your general health any persistent cold symptoms or earaches sore throat chest cough shortness of breath phlegm anything like that,so tell me youve been having in just general health any persistent or throat chest of phlegm anything that,ok so tell me what youve been having in terms of just general health any persistent cough or sore throat chest of phlegm anything like that
177,um no not that i recall um yeah not,not i um yeah not,not really i um yeah not really
178,no the symptoms sort of all started afterwards,no symptoms all started afterwards,no symptoms all started afterwards
179,uh i dont think so like im probably less hungry but no no weight change just a bit,dont think so im less but weight just bit,i dont think so im less active but my weight just a little bit
180,uh yeah probably slightly smaller portions or it yeah more of an effort to to actually eat everything thats in front of me,uh yeah probably smaller portions or it yeah more an to everything front of,uh yeah probably in much smaller portions or it yeah more of an effort to everything in front of you
181,no thats all fine,fine,fine
182,um i dont have any rashes now but there was uh in fact ive got a photo um on my phone if if thats helpful i can try and show you hang on um because this yeah this was weird this sort of came up and then uh,i dont have rashes now but uh fact ive photo um on phone helpful try show you on this yeah weird of up then,um i dont have any rashes now but uh in fact ive got a photo um on my phone thats helpful to try and show you on this screen yeah weird kind of woke me up then
183,disappeared after a couple of weeks wheres the light that you see that,after of weeks wheres light that you see that,after a couple of weeks wheres no light that you can see that
184,yeah its matt carter and its fourteenth of august nineteen eighty nine and what was the last bit,its carter fourteenth of nineteen nine and what was the,so its carter fourteenth of october nineteen nine and what was the date
185,uh i think sort of calf back of my calf because i didnt notice it my wife noticed it actually,sort calf back of didnt notice wife it,sort of calf pain in the back of my foot i didnt notice my wife itching
186,um probably uh around the end of february the middle to end of feb and then it like it didnt actually cause too much itching or anything at the time and i it faded over a couple of weeks i guess,um probably the end of february middle to feb then like actually too anything and i,um probably towards the end of february or middle to early to late febs then like actually not too much of anything and then i feel like
187,um i to be honest that actually turns out it was a bit of a sore throat i had um so possibly a little bit feverish but i i sort of put it down to that,um to be was of sore throat had um so little bit i i it to that,um it seems to be it was sort of a sore throat i had um so little bit of diarrhoea i i dont think it related to that
188,uh i like i do quite a lot of walking and we did um quite a lot while we were out in the on holiday as well but definitely um,i quite lot of we quite a the holiday but um,um i mean i used quite a lot of cream so we had quite of a bit over the holiday but um
189,yeah i mean i dont i dont recall any bugs i dont remember seeing anything bitten but you often like yeah as youre walking through i was in shorts and and boots but,yeah i mean dont i any dont remember seeing anything bitten but yeah as youre walking in shorts and but,yeah i mean i dont have any ive dont remember seeing anything bitten but yeah as youre walking around in shorts and tights but
190,um just sort of um he examined me so,um just of um me so,um just a couple of questions um can you hear me so
191,but its the sort of headache maybe in just generally feeling a bit crappy,the generally feeling crappy,the body is generally feeling pretty crappy
192,um ive been going to work i dont know how effective its been but yeah been been,um ive been going to i know effective its yeah been,um ive been going to i dont know how effective its been
193,and its one babylon avenue,and one,and one more thing
194,um i work for a health technology company actually,for a technology,i have an itch for a new technology
195,yeah definitely sort of tired and um yeah less energy sort of probably than i i would normally be,of tired and um sort probably i i normally,kind of tired and um sort of probably not feeling like i i dont know normally
196,not as much i i dont know if its i havent been able to or ive just been a bit lazy with it i im not exercising as i would normally,much i if been or ive just a lazy with not as i normally,um not much i dont know if ive been drinking or ives just been a bit lazy with not as much as i normally
197,pretty good at the moment actually like it previously that has been an issue but um,the actually previously that has been an issue but,ok and the headache actually you mentioned previously that has been an issue but
198,other than sort of physically feeling a bit,than of feeling a,more than usual i get short of breath after feeling a bit dizzy
199,yeah in a pretty good place,a good,have a good day
200,uh yeah sort of aching shoulders back the hips knees but sort of yeah not,uh of shoulders the hips but yeah not,uh the back of my shoulders the hips but yeah not really
201,asthma and hay fever if they can help,asthma and help,i have asthma and i need to help
202,uh no pretty well i think,no pretty well think,no thats pretty well i think
203,uh yeah ive got one of those um preventative i think yeah but ive not used one,uh ive of those um i think yeah but ive not used one,uh ive used one of those before um i think yeah but iive not used another one
204,i i have it ive been using the everyday for the morning and night but not the uh,i i have it ive been the everyday for morning and but,um i i have it ive been going to the toilet everyday for morning and afternoon but
205,um i take um one of the antihistamines it might be can i get that from just from the pharmacy,take um antihistamines it can i get that the,i take um antihistamines but it can sometimes get worse when i take that in the morning
206,um coming i i dont really know whats been going on but its just aching all over but definitely the last six weeks it might have been slightly longer than that but its just sort of that feeling really tired run down,coming i i know whats on but aching all over weeks might have been slightly than that but its just sort of that really,um its coming and go i i dont know whats going on but its been aching all over the last couple of weeks it might have been slightly worse than that but yeah its just sort of that really
207,sorry occasionally that was,sorry that,sorry to hear that
208,uh just my wife,my,my back hurts me badly
209,uh yeah i but uh what whats the infection,uh yeah uh whats,uh yeah uh whats the name
210,ok so do the test first and then and that follow up we can just do over the phone again or yeah,so do the test we do over the yeah,so do the blood test we do over the weekend yeah
211,that thats really helpful thank you very much,really helpful,uh its been really helpful
212,uh where are we now weve just started april i definitely christmas new year i felt relatively well i think,where are we now weve just started i new,where are we now weve just started i have a new job
213,oops sorry you broke up a bit there,oops sorry you broke a bit there,ohh oops sorry you broke your ankle a bit there
214,ohh no not no,no,no
215,ok take care thank you bye,ok thank you,ok thank you
216,um so since then actually yeah i i was on holiday in um in the states and yeah it probably coincided with some time around then end of january start of feb,so then actually yeah holiday the states it probably with some around of feb,um so then actually yeah this holiday in the states it probably started with some around the beginning of feb
217,uh probably a couple of weeks after i got back,uh probably a couple back,uh probably a couple of months back
218,yeah had a had a great time very active uh,had a great very,i had a great day and felt very good
219,hi there its doctor smith from babylon,hi there its doctor smith from babylon,hi there its doctor smith from babylon
220,can you confirm your name date of birth and your home address please,can you your name date of birth and home please,can you confirm your name and date of birth and your home address please
221,ok and um any any nausea or vomiting,and any nausea or vomiting,ok and any nausea or vomiting
222,any tingling or numbness or weakness anywhere,numbness weakness,stiffness weakness
223,any change in your smell or taste,taste,i have a bad taste in my mouth
224,um and in the past when youve had headaches what have they been like,in the when youve had what they,ok and in the past when youve had headaches what were they
225,ok and with with this has it been there all the time or is it coming and going,ok and with this been there all the time is coming and going,ok and with this headache its been there all the time is it coming and going
226,um and what would you say the severity is if if ten is the worst pain youve ever had and zero is nothing what would you say the pain is like,um what if if is pain ever had and is what the pain is,um what if if is the worst pain youve ever had and is that what the pain is
227,ok and what about at night time are you able to fall asleep,and what about time to fall asleep,and what about time to fall asleep
228,is it waking you up in the night time,it waking,it feels like im waking up
229,ok any worse when you change position or bend over or cough or anything like that,ok or cough,ok or any cough
230,ok and have you had any uh eye checks recently,you had uh eye checks recently,have you had any uh eye checks recently
231,um i cant hear you at the moment actually could you turn it up the volume up,moment turn it up the volume up,at the moment when i turn it up the volume goes up
232,ok and have you had any cold symptoms sore throat sore ears or pain over the sinuses any cough or flem,and you had any throat ears or pain over or flem,ok and you had any throat aches or pain over the ears or flem
233,no any any nose bleeds or coughing up any blood or anything,no or up any blood anything,no or do you notice any blood or anything
234,and just recently have you been well or have you had any general problems any change in your weight or tiredness lack of energy anything like that,and have you you any general problems any change your weight tiredness of energy anything like,and have you you have any general problems any change in your weight tiredness of energy anything like that
235,have you been at work recently,been recently,have you been coughing recently
236,so youve been youve had a headache for three days how many days have you missed off work,youve been youve headache for three days many missed,youve been saying youve had a headache for three days how many days have you missed
237,ok and any other medical problems in the past,other medical problems,any other medical problems
238,ok have you been abroad recently at all,ok have been abroad at,ok have you been abroad at all
239,do you take any medications,you,thank you very much
240,yeah thats better thank you,better you,ok are you feeling better or do you feel lethargic
241,and when did you start that,did you start,did you start coughing
242,any side effects with that,with that,no problems with that
243,have you noticed any any um increased frequency of headaches since you started that,have noticed any any increased since started,ok have you noticed any any increased appetite since you started eating
244,ok and when youd when youve had when you described your headaches in the past you said they were just general did you have any visual symptoms flashing lights nausea vomiting with them,and youd when you your in the general visual lights nausea with,and youd say when you were at your desk in the morning the general visual lights did you feel nausea with nausea
245,have you had your blood pressure checked recently with your pill,you had blood,have you had any blood
246,and when was that,and when,and when did it start
247,ok um and any allergies to anything,and any allergies to anything,ok and any allergies to anything
248,and who do you live with at home,and do you,ok and do you smoke at all
249,are you in a private place you can have a consultation,in a private you can,in a private place you can talk
250,who do you live with at home,who with,who lives with you
251,ok and do you smoke,ok and,ok and hows your mood
252,do you drink any alcohol regularly,do you alcohol regularly,do you drink alcohol regularly
253,how much in a normal week do you think,in week you,in a week or two you will start feeling dizzy
254,ok and do you take any other drugs at all,ok and do you take other drugs at all,ok and do you take any other drugs at all
255,um so uh i mean its obviously the first time youve had such a bad headache and you said youd had some altered light in front of your eyes as well,uh i mean its obviously the first had such a headache and you youd some altered light your well,uh i mean its obviously the first time youve had such a headache and you youd had some altered light in your eyes as well
256,but you havent had a high temperature have you checked your temperature,but havent had temperature you checked your temperature,but you havent had your temperature checked have you checked your heart temperature
257,ok um i mean it it it could possibly be a migraine type headache,mean possibly a,i mean possibly a migraine
258,but the fact its still ongoing for three days we probably should book you into an appointment to get an examination,the fact its still we probably book appointment to an examination,the fact that its still there we would probably book an appointment to have an examination
259,what can i do for you today,what can do for today,what can i do for you today
260,um obviously if it settles in the meantime then we can cancel that but we should do a neurological examination look at the back of your eyes as well,if it then can but we do neurological examination at back of eyes,and if it clears up then we can examine you but we need to do a neurological examination at the back of your eyes
261,um in terms of medication i can prescribe you something similar to ibuprofen but a bit stronger which you can take instead of ibuprofen and you can also take paracetamol at the same time,um in of i can you something similar ibuprofen a bit stronger you take instead of and also take at same,um in terms of ibuprofen i can give you something similar to that you can take um um i will give the antihistamines like ibetrexfen a bit stronger which you take instead of paracetamol and also take hydrocortisone at the same time
262,so if youre happy to book a appointment with us with the support line for us to do a full examination,to us the us to examination,nice to meet you the the doctors want us to do a physical examination
263,and start the medication which i prescribe to you take it with food,prescribe to it with,i prescribe myself to take it with care
264,if if youre you said that when you go to bed your headaches ok and not waking you up in the night time,if youre you to your headaches ok waking the,if youre waking up you seem to have your headaches ok and are you waking at the same time
265,ok any other family history of medical problems,ok any other history of,ok any other family history of migraines
266,ok thats fine um i mean if if in the meantime before your appointment your headache is getting unbearable getting worse or changing then um if its that bad then you should go to a and e and have an examination,ok mean the meantime your headache getting um its that go and have an,ok i mean in the meantime your headache is getting worse um its important that you go and have an examination
267,um you can call us for further advice on that,you us advice on that,ok do you want us to give you advice on that
268,and when when you have a an examination with us well check your blood pressure as well,and when when a an with us well pressure well,and when when you have a a an appointment with us well do you feel high blood pressure as well
269,just to make sure your pills still appropriate for you because sometimes if we if we do think its a migraine then you would have to change your pill if youve had these flashing lights and things like that,sure your pills still for because if we think its migraine would have if had flashing lights things that,sure so your migraine pills are still there for now because if we think its migraine what would you have if you had flashing lights or things like that
270,ok and any headaches in the past before this,any in before,ok have you had any episodes like this in the past
271,well some so that pill if you were having regular migraines with um flashing lights or other symptoms it wouldnt be suitable to stay on that pill particularly wed have to change it to something else,well so pill you were having regular migraines with um or other it be to stay on have something else,well so if you were having regular migraines with um migraine or other symptoms it might be advisable to stay on the pill or have something else
272,but you can carry on with that for the moment,but you can on moment,but you can see me on the screen at the moment
273,have you got any other questions,have you got other questions,have you got any other questions
274,yeah if you book an appointment with the support team then we can do a full examination then,yeah book with the support then we do then,yeah book with the support then we do then
275,all right then take care,all then,all right then
276,so how did this start,so,ok so hows your mood
277,ok and whereabouts in your head is the pain,in your,i feel pain in my neck
278,ok any problems with your vision or any problems tolerating the light,ok any your vision light,ok any problems with your vision or light
279,um lights definitely make me more sensitive like um i dont really like strong lights,um lights definitely me more sensitive like i lights,um the lights definitely make me more sensitive like when i see bright lights
